жүргізу,A1,0
сатушы,A1,0
әнші,A1,0
ән,B1,0
орындаушы,A2,0
орындау,B1,0
есепші,A1,0
даяшы,A1,0
тігуші,A2,0
тігін,A2,0
сәнгер,A2,0
сән,A1,0
сәндеу,C1,0
сазгер,A2,0
тіл,A1,0
биші,A2,0
болашақ,B1,0
келешек,B2,0
ертеңгі,B2,0
таңертеңгі,B2,0
ағын,A1,0
оқырман,A1,0
кездесу,A1,0
жолығу,B1,0
тізімдеу,B1,0
алты,A1,0
жеті,A1,0
тіс,A1,0
бет,A1,0
тарау,A1,0
шаш,A1,0
ұзын,B1,0
қысқа,B1,0
жейде,A1,0
шалбар,A1,0
көйлек,A1,0
бәтеңке,B1,0
ескі,B2,0
баскиім,A1,0
күрте,A2,0
жемпір,A1,0
күртеше,A2,0
етік,A1,0
кию,A1,0
пәлте,B1,0
мойынорағыш,A2,0
байлау,A2,0
жел,A1,0
бірақ,A2,0
тұщы,A2,0
қоқыс,B1,0
теңіз,A1,0
тұлға,A2,0
іздеу,A2,0
ұстаз,B1,0
тамшы,A2,0
құдық,A2,0
өзен,A1,0
көлшік,A2,0
сусын,A1,0
шығарма,A1,0
кезінде,A2,0
жаңалық,A1,0
зерттеу,B1,0
төбе,A2,0
бұлжытпай,C1,0
ардақ,B2,0
қадірлеу,A1,0
қалжың,A2,0
мерей,B1,0
анаконда,C1,0
қыз,A1,0
шулау,A2,0
дейін,A1,0
бауырмал,B1,0
бауырсақ,A1,0
туысшыл,B1,0
тапсыру,B1,0
міндеттеу,A1,u
жүктеу,A2,0
кейіпкер,A1,u
протагонист,B2,0
антагонист,C1,d
дұшпан,B1,d
жау,B1,d
жауыз,B1,d
қас,A1,u
қаскүнем,C1,0
сұм,B2,0
ашулы,B2,d
түн,B1,d
орналасу,B2,d
күміс,A1,u
кілем,A1,u
моншақ,A2,0
ауыру,A1,u
ішу,A1,0
анар,A1,B1
дәмді,B2,d
сәбіз,A1,0
қызанақ,A1,0
тоңу,A1,u
шырын,A1,u
тұмсық,B1,0
мұрт,A2,0
кірпік,A1,u
итбалық,B1,0
кит,B2,0
дельфин,C1,d
қорқақ,A2,0
сескенгіш,B1,0
үрейшіл,B1,0
жалтақ,B2,0
тиін,B1,0
бөрі,B1,0
қасқыр,A1,u
түлкі,A1,u
тоқылдақ,B2,p
батпақ,A2,0
суқойма,C1,d
суайдын,B1,0
мұхит,A1,u
лақ,A2,0
құлын,A2,0
болмыс,B2,0
тұрмыс,B1,0
үшін,B2,A2
бүгін,A1,0
қазір,A1,u
салақ,B1,0
ұқыпсыз,C1,d
салғырт,C1,0
немқұрайлылық,B2,0
немқұрайлы,B2,0
ұқыпсыздық,C1,d
шығар,A2,0
мүмкін,A1,u
мүмкіндік,B2,d
бәлкім,B2,0
және,A1,0
бейне,A1,u
келбет,A2,0
көрініс,B2,d
пайда,A2,0
ұтыс,A2,0
ұтымды,B1,d
тиімділік,B2,0
береке,B1,0
тұз,A1,0
тұздау,B2,0
қанағатсыздану,B1,0
бақа,A2,0
құрбақа,A2,0
жарату,A1,B1
тұтыну,B1,0
пайдаланушы,B1,0
